wafer_id,line,step,chamber,recipe,process_time_min,waiting_time_min,temperature_c,pressure_bar,humidity_pct,equipment_age_years,timestamp,day
W0120,L3,etch,E1,R202,12.4,2.9,189.8,3.05,53.0,5.7,2026-05-12 16:55:34.555453,11
W0120,L3,deposit,D1,R301,13.2,1.7,200.1,3.18,48.1,4.9,2026-05-12 02:23:34.921683,11
W0120,L3,implant,I2,R401,6.1,2.2,200.6,2.97,46.3,6.6,2026-05-12 16:52:08.492663,11
W0121,L1,litho,C2,R102,8.6,0.9,163.1,2.8,57.5,11.6,2026-05-13 18:33:00.808808,12
W0121,L1,etch,E1,R201,6.7,2.4,214.6,3.03,48.4,2.3,2026-05-13 00:07:40.031999,12
W0121,L1,deposit,D1,R301,9.1,0.8,211.9,2.89,52.3,9.0,2026-05-13 03:12:52.829631,12
W0121,L1,implant,I2,R401,5.6,1.4,173.4,3.08,50.6,8.9,2026-05-13 09:29:13.374806,12
W0122,L2,litho,C1,R102,5.2,1.1,176.5,3.16,48.7,4.6,2026-05-13 09:36:18.789106,12
W0122,L2,etch,E1,R202,7.2,1.1,181.2,2.95,40.0,7.7,2026-05-13 13:48:45.813172,12
W0122,L2,deposit,D2,R301,6.2,0.7,181.7,2.86,45.7,9.9,2026-05-13 05:07:25.377170,12
W0122,L2,implant,I2,R401,14.4,1.3,215.1,3.18,47.2,4.1,2026-05-13 02:21:03.523946,12
W0123,L2,litho,C2,R101,13.1,0.5,171.6,3.08,41.5,10.7,2026-05-13 17:36:57.991900,12
W0123,L2,etch,E1,R201,8.6,1.9,171.0,2.92,45.5,5.9,2026-05-13 22:20:10.333329,12
W0123,L2,deposit,D1,R301,14.8,0.8,201.7,3.02,44.2,5.9,2026-05-13 15:16:13.177403,12
W0123,L2,implant,I1,R401,13.5,1.3,205.6,3.07,42.9,9.1,2026-05-13 07:57:08.071417,12
W0124,L2,litho,C3,R101,10.9,2.5,216.8,3.18,58.0,6.8,2026-05-13 13:59:10.071280,12
W0124,L2,etch,E2,R201,11.1,2.6,164.9,2.98,42.5,3.1,2026-05-13 12:23:20.265909,12
W0124,L2,deposit,D1,R301,8.7,2.4,215.5,2.9,58.8,9.0,2026-05-13 09:54:53.825897,12
W0124,L2,implant,I1,R401,5.6,2.7,194.1,2.92,51.1,9.1,2026-05-13 00:01:08.391879,12
W0125,L3,litho,C1,R101,11.9,2.9,167.9,2.91,57.8,6.9,2026-05-13 19:12:14.720519,12
W0125,L3,etch,E2,R202,10.3,2.6,190.6,3.17,49.8,3.6,2026-05-13 02:52:46.405738,12
W0125,L3,deposit,D1,R301,8.5,0.7,189.6,2.97,56.7,4.7,2026-05-13 03:29:54.222676,12
W0125,L3,implant,I2,R401,14.8,1.0,217.5,3.08,48.3,2.3,2026-05-13 06:42:22.390255,12
W0126,L2,litho,C3,R101,12.2,2.6,172.9,3.05,52.3,10.4,2026-05-13 21:02:01.757390,12
W0126,L2,etch,E1,R202,6.4,2.1,175.8,2.87,47.8,6.4,2026-05-13 12:13:30.218306,12
W0126,L2,deposit,D2,R301,13.3,2.2,181.4,3.2,51.5,9.6,2026-05-13 01:14:44.532118,12
W0126,L2,implant,I1,R401,12.4,2.6,177.7,3.14,57.1,5.4,2026-05-13 11:12:31.112988,12
W0127,L1,litho,C3,R102,7.3,2.8,185.7,2.84,44.4,11.4,2026-05-13 09:10:57.919845,12
W0127,L1,etch,E1,R201,8.0,2.1,207.8,2.89,53.9,5.1,2026-05-13 09:52:12.590094,12
W0127,L1,deposit,D2,R301,7.2,1.9,172.7,3.06,54.5,11.0,2026-05-13 16:45:37.752438,12
W0127,L1,implant,I1,R401,13.7,1.2,165.1,3.06,41.5,8.1,2026-05-13 15:37:45.481408,12
W0128,L1,litho,C2,R101,9.1,2.5,210.4,3.05,42.6,7.7,2026-05-13 06:03:46.724317,12
W0128,L1,etch,E1,R201,13.5,1.5,194.2,3.06,54.4,11.2,2026-05-13 09:18:37.854453,12
W0128,L1,deposit,D2,R301,9.7,1.0,192.9,3.17,54.9,5.1,2026-05-13 04:06:23.425084,12
W0128,L1,implant,I2,R401,13.2,1.7,167.2,2.91,52.7,10.1,2026-05-13 11:55:37.835120,12
W0129,L1,litho,C3,R101,6.5,3.0,200.4,2.95,41.3,11.8,2026-05-13 02:36:17.827000,12
W0129,L1,etch,E1,R202,5.4,1.4,197.3,3.16,43.2,8.3,2026-05-13 04:17:47.944807,12
W0129,L1,deposit,D2,R301,8.0,1.6,201.4,2.82,59.4,11.4,2026-05-13 22:32:02.611055,12
W0129,L1,implant,I1,R401,8.1,1.7,187.4,3.09,51.1,7.9,2026-05-13 19:51:25.257242,12
W0130,L2,litho,C1,R101,11.2,1.2,194.4,3.02,47.4,2.4,2026-05-13 04:26:43.045253,12
W0130,L2,etch,E1,R202,7.2,2.9,189.8,2.91,40.1,6.1,2026-05-13 12:07:25.525959,12
W0130,L2,deposit,D2,R301,11.6,2.7,217.7,2.83,57.8,11.1,2026-05-13 05:21:08.777944,12
W0130,L2,implant,I1,R401,12.6,1.3,177.0,3.0,47.6,8.4,2026-05-13 13:52:26.828764,12
W0131,L3,litho,C2,R102,8.7,1.8,189.8,3.11,48.1,9.1,2026-05-14 20:14:10.377306,13
W0131,L3,etch,E1,R201,14.5,2.6,164.4,2.82,48.5,5.7,2026-05-14 19:19:55.951949,13
W0131,L3,deposit,D1,R301,10.8,2.3,177.9,3.03,40.6,7.7,2026-05-14 07:07:13.739730,13
W0131,L3,implant,I1,R401,7.3,2.8,170.9,2.88,52.9,11.2,2026-05-14 02:55:45.334928,13
W0132,L1,litho,C2,R102,14.5,0.7,169.7,3.19,57.1,2.4,2026-05-14 03:04:43.204926,13
W0132,L1,etch,E2,R202,11.3,1.8,184.8,3.02,54.4,5.1,2026-05-14 06:37:39.680754,13
W0132,L1,deposit,D1,R301,13.4,2.5,205.1,3.18,51.5,7.3,2026-05-14 17:48:52.323385,13
W0132,L1,implant,I2,R401,12.3,1.6,168.5,3.04,40.1,4.2,2026-05-14 14:33:36.496654,13
W0133,L1,litho,C2,R102,9.8,1.3,160.9,3.08,55.3,3.3,2026-05-14 05:17:00.071750,13
W0133,L1,etch,E1,R201,10.9,2.6,191.7,2.89,54.5,9.7,2026-05-14 21:17:31.894880,13
W0133,L1,deposit,D2,R301,13.7,0.6,160.8,2.83,53.3,2.2,2026-05-14 11:54:06.429547,13
W0133,L1,implant,I1,R401,13.1,0.9,189.8,3.14,44.3,9.3,2026-05-14 11:23:48.973852,13
W0134,L3,litho,C1,R101,14.2,1.6,183.1,2.87,52.3,8.1,2026-05-14 14:16:03.492117,13
W0134,L3,etch,E2,R201,14.3,1.6,179.6,3.14,40.1,8.6,2026-05-14 09:53:53.908697,13
W0134,L3,deposit,D1,R301,11.7,2.3,219.1,2.84,48.0,7.2,2026-05-14 19:15:05.321072,13
W0134,L3,implant,I2,R401,11.1,1.4,205.4,3.08,50.3,7.6,2026-05-14 19:40:53.527385,13
W0135,L1,litho,C2,R101,10.3,1.5,168.1,3.14,44.0,11.2,2026-05-14 06:15:09.039686,13
W0135,L1,etch,E1,R202,11.6,0.8,164.3,3.13,48.0,3.3,2026-05-14 06:13:05.497770,13
W0135,L1,deposit,D1,R301,9.5,2.6,170.7,3.06,55.8,5.8,2026-05-14 11:39:38.867254,13
W0135,L1,implant,I1,R401,9.8,0.8,168.3,2.86,47.6,8.8,2026-05-14 09:22:09.208769,13
W0136,L3,litho,C2,R101,14.0,1.3,164.7,2.97,41.5,6.1,2026-05-14 16:56:53.810636,13
W0136,L3,etch,E1,R201,14.5,1.9,202.5,3.05,51.5,5.4,2026-05-14 04:07:39.087318,13
W0136,L3,deposit,D2,R301,14.3,1.7,207.5,2.8,46.9,5.6,2026-05-14 17:01:34.195738,13
W0136,L3,implant,I1,R401,12.5,2.8,185.1,3.17,57.5,4.3,2026-05-14 07:37:47.986933,13
W0137,L1,litho,C3,R101,5.1,1.9,216.0,2.84,58.5,7.5,2026-05-14 15:32:43.978405,13
W0137,L1,etch,E1,R201,9.9,1.9,186.0,3.16,40.2,6.2,2026-05-14 00:00:05.699567,13
W0137,L1,deposit,D1,R301,7.6,2.3,191.5,2.98,41.1,8.9,2026-05-14 11:59:00.710295,13
W0137,L1,implant,I1,R401,10.0,2.4,174.0,3.07,54.5,5.9,2026-05-14 21:24:31.401738,13
W0138,L2,litho,C1,R101,14.8,2.4,192.7,2.91,58.7,6.1,2026-05-14 17:46:43.936778,13
W0138,L2,etch,E2,R202,7.7,0.7,195.1,3.05,42.3,2.6,2026-05-14 02:10:55.631703,13
W0138,L2,deposit,D2,R301,7.7,2.3,217.6,3.18,46.2,9.5,2026-05-14 19:12:21.349757,13
W0138,L2,implant,I2,R401,12.6,2.7,168.0,3.11,58.7,12.0,2026-05-14 14:13:36.824299,13
W0139,L1,litho,C2,R102,6.5,1.3,173.7,3.14,56.8,7.2,2026-05-14 12:21:10.850397,13
W0139,L1,etch,E2,R202,11.6,2.9,171.3,3.02,52.1,2.9,2026-05-14 00:07:27.803912,13
W0139,L1,deposit,D1,R301,6.7,2.5,173.7,2.98,57.3,11.3,2026-05-14 10:30:53.470538,13
W0139,L1,implant,I1,R401,6.0,1.7,177.3,3.16,45.6,11.6,2026-05-14 00:23:14.616688,13
W0140,L1,litho,C1,R101,5.4,2.5,193.5,2.88,40.6,5.6,2026-05-14 17:26:48.871891,13
W0140,L1,etch,E2,R201,6.6,0.5,189.9,3.03,46.1,2.1,2026-05-14 10:19:41.969526,13
W0140,L1,deposit,D1,R301,9.0,2.2,179.8,3.06,42.5,9.7,2026-05-14 14:49:54.948386,13
W0140,L1,implant,I1,R401,12.9,2.8,185.0,2.84,53.0,5.0,2026-05-14 11:48:17.703893,13
W0141,L3,litho,C3,R102,10.8,2.0,215.2,3.0,56.1,11.8,2026-05-15 04:28:07.686962,14
W0141,L3,etch,E1,R201,8.3,1.6,166.4,2.92,53.6,2.1,2026-05-15 07:44:59.668834,14
W0141,L3,deposit,D2,R301,8.0,2.3,180.1,3.03,49.5,7.3,2026-05-15 17:58:09.877439,14
W0141,L3,implant,I1,R401,5.3,1.6,197.4,3.01,55.5,11.0,2026-05-15 22:43:57.859461,14
W0142,L3,litho,C2,R102,12.6,2.6,215.0,2.92,49.9,8.1,2026-05-15 11:51:57.878052,14
W0142,L3,etch,E2,R201,10.5,0.6,160.5,2.94,46.4,8.0,2026-05-15 07:20:05.924416,14
W0142,L3,deposit,D1,R301,7.8,1.3,193.4,2.89,54.1,11.4,2026-05-15 01:55:04.460946,14
W0142,L3,implant,I2,R401,14.7,1.1,217.4,3.18,43.8,3.9,2026-05-15 11:31:14.940951,14
W0143,L2,litho,C3,R102,13.2,2.4,217.7,3.16,55.3,5.4,2026-05-15 10:44:52.902106,14
W0143,L2,etch,E1,R201,7.1,1.3,176.2,3.01,45.0,2.2,2026-05-15 13:09:31.315148,14
W0143,L2,deposit,D1,R301,7.8,0.7,176.5,2.96,47.2,4.2,2026-05-15 07:14:46.689594,14
W0143,L2,implant,I1,R401,9.7,1.3,165.5,3.19,46.6,8.0,2026-05-15 21:18:22.685230,14
W0144,L3,litho,C1,R101,13.6,2.2,214.0,2.87,43.2,5.5,2026-05-15 21:53:26.225092,14
W0144,L3,etch,E2,R202,7.3,0.5,218.9,3.15,45.1,7.6,2026-05-15 17:26:59.085598,14
W0144,L3,deposit,D1,R301,8.3,2.4,205.3,2.96,41.5,2.5,2026-05-15 23:52:20.998324,14
W0144,L3,implant,I2,R401,5.6,1.5,212.6,3.09,58.0,6.3,2026-05-15 20:23:09.576418,14
W0145,L3,litho,C2,R101,7.4,1.9,193.7,2.98,44.5,8.2,2026-05-15 16:44:10.901153,14
W0145,L3,etch,E1,R202,8.9,2.3,171.4,2.83,47.7,5.7,2026-05-15 09:30:55.382519,14
W0145,L3,deposit,D1,R301,7.3,1.7,176.8,2.94,57.4,10.6,2026-05-15 13:05:22.008217,14
W0145,L3,implant,I2,R401,7.2,1.9,173.5,3.2,47.9,11.7,2026-05-15 21:24:48.109775,14
W0146,L2,litho,C3,R102,8.3,1.7,216.3,3.06,43.2,6.5,2026-05-15 14:27:41.067668,14
W0146,L2,etch,E1,R202,6.0,2.1,215.9,3.2,54.4,3.4,2026-05-15 17:07:50.381863,14
W0146,L2,deposit,D1,R301,5.5,0.7,175.1,2.94,45.5,11.2,2026-05-15 20:28:25.627001,14
W0146,L2,implant,I2,R401,11.7,1.3,180.8,2.81,41.7,7.2,2026-05-15 00:27:36.702138,14
W0147,L2,litho,C1,R102,6.6,1.8,178.6,3.06,50.1,2.7,2026-05-15 02:46:07.459152,14
W0147,L2,etch,E1,R202,8.1,0.8,161.5,2.87,54.6,9.9,2026-05-15 13:05:27.801132,14
W0147,L2,deposit,D2,R301,13.7,2.0,212.8,3.09,41.2,10.3,2026-05-15 09:06:04.606807,14
W0147,L2,implant,I1,R401,14.2,2.5,208.5,2.86,58.2,10.5,2026-05-15 09:45:03.035808,14
W0148,L2,litho,C2,R101,7.1,0.8,186.6,3.16,56.5,8.7,2026-05-15 20:46:28.812339,14
W0148,L2,etch,E2,R202,8.8,1.6,196.9,2.94,56.3,3.6,2026-05-15 07:43:10.043771,14
W0148,L2,deposit,D1,R301,13.7,1.7,176.9,3.05,43.8,7.0,2026-05-15 00:09:51.208538,14
W0148,L2,implant,I1,R401,11.4,2.1,163.2,2.95,58.2,7.6,2026-05-15 02:55:32.869308,14
W0149,L3,litho,C2,R102,14.5,2.3,197.4,2.9,42.4,3.4,2026-05-15 23:47:14.729324,14
W0149,L3,etch,E1,R202,11.6,1.8,194.6,3.2,54.1,7.5,2026-05-15 04:02:17.602346,14
W0149,L3,deposit,D1,R301,12.1,1.9,163.5,3.02,55.6,3.7,2026-05-15 06:25:42.377534,14
W0149,L3,implant,I1,R401,6.7,2.3,190.1,3.11,43.9,2.0,2026-05-15 05:07:22.399278,14
W0150,L2,litho,C2,R102,11.7,0.9,211.8,3.18,51.2,8.0,2026-05-15 19:13:39.808952,14
W0150,L2,etch,E1,R201,6.7,1.4,218.4,2.86,47.8,9.6,2026-05-15 00:59:35.201141,14
W0150,L2,deposit,D2,R301,7.1,2.1,209.9,3.04,40.5,7.5,2026-05-15 23:06:24.680211,14
W0150,L2,implant,I2,R401,6.6,2.4,203.3,2.87,58.6,9.4,2026-05-15 07:22:06.929318,14
W0151,L2,litho,C3,R101,9.9,2.5,188.8,2.94,52.4,9.2,2026-05-16 08:06:58.970050,15
W0151,L2,etch,E1,R201,14.0,2.0,186.4,3.18,57.8,5.4,2026-05-16 09:09:39.156317,15
W0151,L2,deposit,D1,R301,9.1,2.6,172.8,2.87,44.3,8.8,2026-05-16 19:42:53.515943,15
W0151,L2,implant,I1,R401,9.0,1.4,200.0,2.93,40.8,9.5,2026-05-16 16:29:17.777550,15
W0152,L1,litho,C3,R101,12.1,1.6,197.1,2.85,46.8,7.0,2026-05-16 20:31:48.799421,15
W0152,L1,etch,E2,R201,9.4,1.3,199.0,2.93,44.8,5.3,2026-05-16 11:21:36.690416,15
W0152,L1,deposit,D1,R301,14.9,2.0,178.2,3.04,53.5,10.5,2026-05-16 01:58:38.380156,15
W0152,L1,implant,I1,R401,10.4,2.6,178.6,2.88,48.9,3.3,2026-05-16 07:45:33.573294,15
W0153,L3,litho,C1,R102,8.8,1.0,160.0,2.99,45.4,7.5,2026-05-16 16:25:12.874728,15
W0153,L3,etch,E2,R201,10.3,2.7,202.3,3.15,50.4,9.7,2026-05-16 20:07:13.250681,15
W0153,L3,deposit,D1,R301,8.6,1.9,182.9,2.85,44.3,10.9,2026-05-16 18:30:22.309691,15
W0153,L3,implant,I2,R401,9.6,2.9,161.3,2.81,46.7,2.8,2026-05-16 05:58:08.031325,15
W0154,L1,litho,C2,R101,10.6,1.2,184.8,2.96,57.3,10.2,2026-05-16 01:33:18.184728,15
W0154,L1,etch,E2,R201,14.7,2.2,215.5,3.03,52.2,5.8,2026-05-16 13:03:54.229701,15
W0154,L1,deposit,D1,R301,5.8,1.5,183.1,3.12,56.7,8.1,2026-05-16 11:00:35.461938,15
W0154,L1,implant,I1,R401,9.7,1.6,164.7,2.84,57.7,10.7,2026-05-16 07:56:05.258422,15
W0155,L2,litho,C2,R101,13.7,2.4,168.1,3.19,46.8,4.8,2026-05-16 03:03:07.111313,15
W0155,L2,etch,E2,R201,5.0,1.0,169.6,3.19,58.5,11.9,2026-05-16 22:36:35.277118,15
W0155,L2,deposit,D2,R301,13.3,1.4,200.2,3.11,49.0,5.9,2026-05-16 11:05:21.154490,15
W0155,L2,implant,I1,R401,7.7,1.6,209.7,3.11,42.6,8.0,2026-05-16 11:26:53.976582,15
W0156,L2,litho,C2,R101,7.9,3.0,214.0,3.05,48.7,9.0,2026-05-16 04:28:32.822421,15
W0156,L2,etch,E1,R202,14.9,1.0,184.2,3.09,44.5,4.7,2026-05-16 22:21:12.466421,15
W0156,L2,deposit,D2,R301,13.2,1.6,175.9,2.89,56.0,7.3,2026-05-16 21:04:44.267079,15
W0156,L2,implant,I2,R401,7.8,1.3,165.1,3.1,53.8,4.6,2026-05-16 22:10:46.984632,15
W0157,L1,litho,C1,R101,11.1,0.7,163.5,2.96,40.5,2.9,2026-05-16 20:48:55.177674,15
W0157,L1,etch,E2,R202,14.2,1.6,206.7,3.12,57.5,9.9,2026-05-16 09:36:31.327114,15
W0157,L1,deposit,D2,R301,7.5,1.0,196.7,3.12,41.3,8.8,2026-05-16 12:33:40.606524,15
W0157,L1,implant,I2,R401,12.5,1.0,208.8,2.87,47.3,6.6,2026-05-16 10:22:03.407751,15
W0158,L2,litho,C1,R102,11.3,2.2,214.4,2.87,43.3,5.1,2026-05-16 08:08:37.833758,15
W0158,L2,etch,E1,R201,12.8,2.0,170.3,2.82,49.6,3.3,2026-05-16 11:35:55.601469,15
W0158,L2,deposit,D1,R301,5.8,0.9,173.4,3.06,42.9,2.7,2026-05-16 02:15:57.736148,15
W0158,L2,implant,I2,R401,12.9,2.4,186.6,2.85,46.0,11.4,2026-05-16 20:56:34.019014,15
W0159,L2,litho,C3,R102,14.6,2.2,205.4,2.99,54.0,10.5,2026-05-16 06:33:25.551618,15
W0159,L2,etch,E2,R201,13.8,2.7,194.9,3.06,40.4,12.0,2026-05-16 03:04:23.008440,15
W0159,L2,deposit,D1,R301,6.5,2.5,170.8,2.96,57.8,6.2,2026-05-16 12:01:28.642593,15
W0159,L2,implant,I1,R401,14.7,2.9,207.3,3.03,49.7,4.9,2026-05-16 12:45:54.385772,15
W0160,L1,litho,C2,R101,12.0,1.1,215.6,3.09,41.0,10.8,2026-05-16 23:55:30.854747,15
W0160,L1,etch,E1,R201,8.0,2.6,212.5,3.01,55.0,9.3,2026-05-16 20:00:42.793766,15
W0160,L1,deposit,D1,R301,11.8,1.6,212.3,2.92,55.4,6.1,2026-05-16 04:46:55.199114,15
W0160,L1,implant,I2,R401,11.8,1.6,218.3,3.01,49.9,7.2,2026-05-16 15:05:17.109985,15
W0161,L3,litho,C2,R101,6.7,0.7,160.5,3.11,45.3,2.9,2026-05-17 16:30:02.349202,16
W0161,L3,etch,E1,R202,10.1,2.4,168.8,3.13,52.5,9.2,2026-05-17 18:45:53.582696,16
W0161,L3,deposit,D2,R301,8.3,1.0,217.4,3.07,48.6,5.2,2026-05-17 16:27:13.847262,16
W0161,L3,implant,I2,R401,13.0,1.1,214.6,3.11,47.5,2.2,2026-05-17 17:52:30.155999,16
W0162,L1,litho,C1,R102,11.0,0.9,160.9,2.82,44.7,9.4,2026-05-17 23:09:37.527192,16
W0162,L1,etch,E2,R201,8.4,1.9,184.0,2.89,46.7,9.9,2026-05-17 14:45:22.403350,16
W0162,L1,deposit,D2,R301,14.3,0.9,209.3,2.91,54.6,7.2,2026-05-17 01:32:52.254601,16
W0162,L1,implant,I1,R401,9.7,1.3,171.8,2.99,43.9,9.3,2026-05-17 02:49:52.793953,16
W0163,L2,litho,C1,R101,10.0,1.0,208.2,3.19,54.1,4.7,2026-05-17 20:27:58.847070,16
W0163,L2,etch,E2,R202,13.7,0.5,204.7,3.19,54.9,3.3,2026-05-17 10:36:56.444897,16
W0163,L2,deposit,D1,R301,5.8,0.8,204.3,2.93,50.3,8.5,2026-05-17 04:35:41.485986,16
W0163,L2,implant,I2,R401,14.3,1.8,192.5,2.81,45.9,10.4,2026-05-17 00:02:09.922446,16
W0164,L1,litho,C3,R101,14.6,1.9,191.6,3.04,46.5,8.1,2026-05-17 10:35:32.453902,16
W0164,L1,etch,E2,R202,10.2,1.1,162.5,2.9,48.6,7.9,2026-05-17 04:17:06.017268,16
W0164,L1,deposit,D1,R301,14.4,2.2,187.1,3.13,45.9,2.7,2026-05-17 07:49:48.752208,16
W0164,L1,implant,I2,R401,6.7,2.7,213.5,2.97,48.9,5.8,2026-05-17 06:29:01.646309,16
W0165,L3,litho,C3,R101,11.8,2.0,176.4,3.17,51.6,5.3,2026-05-17 11:38:39.560429,16
W0165,L3,etch,E1,R201,14.7,1.8,197.8,3.1,46.5,5.1,2026-05-17 11:25:25.114572,16
W0165,L3,deposit,D2,R301,14.4,0.6,160.5,3.17,57.2,6.9,2026-05-17 17:44:24.100248,16
W0165,L3,implant,I2,R401,8.3,2.4,192.3,3.03,48.3,2.7,2026-05-17 18:09:12.438120,16
W0166,L3,litho,C2,R101,13.8,1.7,205.9,2.85,53.2,9.8,2026-05-17 04:07:50.145179,16
W0166,L3,etch,E2,R202,13.5,2.9,216.9,3.03,57.2,11.7,2026-05-17 04:02:02.912522,16
W0166,L3,deposit,D2,R301,12.3,2.3,167.1,2.91,55.6,8.0,2026-05-17 00:30:54.335665,16
W0166,L3,implant,I2,R401,8.4,2.3,209.8,3.14,46.9,10.4,2026-05-17 13:37:20.514480,16
W0167,L3,litho,C2,R102,8.9,2.9,184.2,2.88,54.7,8.4,2026-05-17 03:24:45.019105,16
W0167,L3,etch,E2,R201,7.5,2.6,188.8,2.89,49.7,11.0,2026-05-17 22:57:46.564522,16
W0167,L3,deposit,D1,R301,13.8,0.5,210.4,3.05,45.0,4.1,2026-05-17 08:44:33.961575,16
W0167,L3,implant,I1,R401,12.5,1.3,168.5,2.87,44.4,10.2,2026-05-17 03:39:01.038729,16
W0168,L2,litho,C2,R101,13.2,2.0,207.0,3.18,57.0,6.5,2026-05-17 22:34:05.608327,16
W0168,L2,etch,E2,R201,8.0,1.8,182.6,3.03,53.9,12.0,2026-05-17 08:47:08.704287,16
W0168,L2,deposit,D2,R301,5.4,1.5,180.0,3.19,55.6,6.2,2026-05-17 18:59:55.160804,16
W0168,L2,implant,I2,R401,14.1,1.9,218.1,3.03,44.2,2.9,2026-05-17 15:31:42.742510,16
W0169,L2,litho,C2,R102,8.8,2.1,203.3,2.98,59.3,9.1,2026-05-17 04:27:39.111484,16
W0169,L2,etch,E1,R201,14.9,1.8,197.8,2.97,50.6,4.8,2026-05-17 13:39:13.023593,16
W0169,L2,deposit,D2,R301,7.7,2.1,168.6,2.84,54.9,8.3,2026-05-17 12:23:45.304813,16
W0169,L2,implant,I1,R401,7.0,2.4,192.7,2.93,40.3,5.8,2026-05-17 17:00:07.541522,16
W0170,L1,litho,C2,R101,5.7,2.1,189.5,3.18,43.3,6.3,2026-05-17 03:52:11.256533,16
W0170,L1,etch,E2,R201,5.4,2.2,210.2,2.98,43.5,7.5,2026-05-17 21:12:05.378520,16
W0170,L1,deposit,D1,R301,6.5,1.3,217.6,2.94,57.7,2.6,2026-05-17 22:12:31.242407,16
W0170,L1,implant,I2,R401,14.8,2.9,215.2,3.0,47.7,4.7,2026-05-17 05:15:01.717711,16
W0171,L2,litho,C3,R101,12.8,1.4,206.9,2.93,51.0,6.8,2026-05-18 12:13:31.707091,17
W0171,L2,etch,E2,R201,11.6,1.3,214.8,2.96,43.3,8.7,2026-05-18 03:14:42.554788,17
W0171,L2,deposit,D2,R301,9.4,2.2,211.9,3.17,44.1,2.8,2026-05-18 04:55:07.587978,17
W0171,L2,implant,I2,R401,6.5,2.1,199.7,3.06,48.5,8.7,2026-05-18 04:21:32.882826,17
W0172,L1,litho,C1,R102,11.9,0.8,171.7,3.18,46.8,2.5,2026-05-18 13:06:54.169513,17
W0172,L1,etch,E1,R201,10.6,2.3,182.1,3.0,43.3,10.7,2026-05-18 13:15:30.656916,17
W0172,L1,deposit,D1,R301,12.4,2.5,164.3,3.06,56.4,7.1,2026-05-18 21:21:28.726285,17
W0172,L1,implant,I1,R401,7.6,1.5,166.9,3.17,51.5,10.0,2026-05-18 22:49:35.509326,17
W0173,L3,litho,C2,R101,10.3,1.3,175.1,3.04,52.1,11.4,2026-05-18 07:03:38.066496,17
W0173,L3,etch,E2,R202,5.9,1.5,202.9,3.12,42.3,10.7,2026-05-18 07:31:30.874553,17
W0173,L3,deposit,D2,R301,6.2,2.8,201.8,2.98,56.9,3.4,2026-05-18 01:34:01.590260,17
W0173,L3,implant,I1,R401,13.2,1.5,202.2,2.92,41.6,10.9,2026-05-18 16:34:01.706689,17
W0174,L2,litho,C2,R102,13.9,1.6,210.8,3.1,42.3,7.2,2026-05-18 06:28:30.371449,17
W0174,L2,etch,E2,R201,7.4,1.9,193.7,3.01,52.5,6.6,2026-05-18 04:37:27.849055,17
W0174,L2,deposit,D2,R301,9.4,2.9,192.7,2.94,44.3,11.8,2026-05-18 23:27:51.034351,17
W0174,L2,implant,I2,R401,6.2,1.1,187.3,3.05,54.7,11.1,2026-05-18 16:40:46.327825,17
W0175,L2,litho,C3,R101,13.5,1.3,163.3,2.92,47.4,7.8,2026-05-18 06:09:28.406254,17
W0175,L2,etch,E1,R201,11.3,2.4,219.4,2.91,55.7,7.8,2026-05-18 14:25:22.908898,17
W0175,L2,deposit,D1,R301,12.9,1.6,174.5,2.87,44.7,6.6,2026-05-18 22:29:48.889526,17
W0175,L2,implant,I1,R401,8.3,0.6,185.8,3.17,45.1,8.6,2026-05-18 22:15:54.357632,17
W0176,L2,litho,C3,R101,7.1,2.5,166.7,2.99,50.5,7.9,2026-05-18 17:17:24.666865,17
W0176,L2,etch,E2,R202,12.5,2.0,197.9,2.99,47.0,10.7,2026-05-18 09:49:30.937718,17
W0176,L2,deposit,D1,R301,9.6,1.9,188.4,2.9,44.9,8.8,2026-05-18 22:47:44.229865,17
W0176,L2,implant,I2,R401,14.0,2.4,183.9,2.91,51.1,3.6,2026-05-18 11:42:20.197976,17
W0177,L1,litho,C1,R102,7.4,1.3,205.2,3.01,45.2,6.6,2026-05-18 14:50:22.501129,17
W0177,L1,etch,E1,R201,9.5,0.7,215.8,3.05,47.5,8.4,2026-05-18 17:11:28.613872,17
W0177,L1,deposit,D1,R301,6.8,1.6,197.0,3.16,55.3,2.8,2026-05-18 23:35:51.660574,17
W0177,L1,implant,I1,R401,14.6,3.0,218.7,2.92,46.7,10.6,2026-05-18 12:54:16.768991,17
W0178,L2,litho,C2,R101,5.6,0.9,179.9,3.06,40.6,3.0,2026-05-18 20:02:20.631282,17
W0178,L2,etch,E1,R201,5.5,2.7,196.4,2.99,43.7,11.8,2026-05-18 14:13:00.163357,17
W0178,L2,deposit,D1,R301,9.0,2.9,209.8,3.02,51.4,8.7,2026-05-18 20:27:50.388747,17
W0178,L2,implant,I2,R401,6.6,0.7,167.4,3.17,52.2,3.4,2026-05-18 10:29:29.472327,17
W0179,L1,litho,C2,R101,5.2,1.4,176.8,2.91,57.4,12.0,2026-05-18 03:17:54.393045,17
W0179,L1,etch,E1,R202,8.3,1.2,210.4,3.13,58.4,6.5,2026-05-18 05:11:24.152979,17
W0179,L1,deposit,D2,R301,7.9,1.7,192.3,3.09,47.0,6.9,2026-05-18 05:55:38.670419,17
W0179,L1,implant,I1,R401,10.7,1.4,184.2,2.92,49.9,3.9,2026-05-18 21:18:47.656743,17
