wafer_id,station,chamber,recipe,process_time_min,waiting_time_min,start_timestamp
W150,litho,C3,R102,7.81,0.0,2026-06-01 08:00:00.000000000
W150,etch,E2,R201,13.72,58.11,2026-06-01 08:07:48.469063284
W150,deposition,D2,R301,6.48,33.7,2026-06-01 09:19:38.196482279
W150,implant,I2,R401,12.93,36.26,2026-06-01 09:59:49.235416541
W150,final_test,T1,R501,14.1,33.19,2026-06-01 10:49:00.526413721
W151,litho,C1,R101,7.85,0.0,2026-06-01 08:00:00.000000000
W151,etch,E1,R201,10.43,29.56,2026-06-01 08:07:51.211157328
W151,deposition,D1,R301,7.03,26.15,2026-06-01 08:47:50.471322989
W151,implant,I1,R401,14.66,32.76,2026-06-01 09:21:01.207982071
W151,final_test,T1,R501,9.58,25.27,2026-06-01 10:08:26.645321719
W152,litho,C2,R102,5.31,0.0,2026-06-01 08:00:00.000000000
W152,etch,E2,R201,7.05,26.42,2026-06-01 08:05:18.898433709
W152,deposition,D1,R301,10.35,17.76,2026-06-01 08:38:46.806601017
W152,implant,I2,R401,14.22,35.04,2026-06-01 09:06:53.251257277
W152,final_test,T1,R501,12.7,55.54,2026-06-01 09:56:09.203577900
W153,litho,C1,R101,6.49,0.0,2026-06-01 08:00:00.000000000
W153,etch,E2,R201,8.87,35.04,2026-06-01 08:06:29.430462674
W153,deposition,D1,R302,12.4,13.21,2026-06-01 08:50:23.918982021
W153,implant,I2,R401,5.05,51.77,2026-06-01 09:16:00.747364801
W153,final_test,T1,R501,13.27,57.0,2026-06-01 10:12:50.172128778
W154,litho,C3,R102,14.91,0.0,2026-06-01 08:00:00.000000000
W154,etch,E2,R201,6.97,31.89,2026-06-01 08:14:54.359845968
W154,deposition,D1,R302,9.15,12.32,2026-06-01 08:53:45.728775666
W154,implant,I2,R401,8.18,42.22,2026-06-01 09:15:13.479057349
W154,final_test,T1,R501,8.95,33.71,2026-06-01 10:05:37.402671885
W155,litho,C3,R102,10.7,0.0,2026-06-01 08:00:00.000000000
W155,etch,E1,R201,14.19,44.87,2026-06-01 08:10:42.100279916
W155,deposition,D2,R302,14.5,45.37,2026-06-01 09:09:45.345027561
W155,implant,I2,R401,7.32,56.14,2026-06-01 10:09:37.618740727
W155,final_test,T1,R501,13.8,11.83,2026-06-01 11:13:05.299883985
W156,litho,C2,R102,12.2,0.0,2026-06-01 08:00:00.000000000
W156,etch,E1,R201,11.67,14.93,2026-06-01 08:12:11.723005044
W156,deposition,D1,R302,5.24,17.39,2026-06-01 08:38:47.852831135
W156,implant,I2,R401,12.31,47.53,2026-06-01 09:01:25.640587210
W156,final_test,T1,R501,9.51,57.63,2026-06-01 10:01:15.813074737
W157,litho,C1,R102,14.47,0.0,2026-06-01 08:00:00.000000000
W157,etch,E2,R201,14.18,56.04,2026-06-01 08:14:28.204536047
W157,deposition,D2,R301,9.34,43.7,2026-06-01 09:24:41.755339160
W157,implant,I1,R401,8.92,59.98,2026-06-01 10:17:44.202265617
W157,final_test,T1,R501,7.49,31.64,2026-06-01 11:26:38.219934646
W158,litho,C3,R102,9.29,0.0,2026-06-01 08:00:00.000000000
W158,etch,E2,R201,14.46,53.67,2026-06-01 08:09:17.462627497
W158,deposition,D1,R302,12.43,40.15,2026-06-01 09:17:25.386099534
W158,implant,I1,R401,7.64,13.32,2026-06-01 10:10:00.495035721
W158,final_test,T1,R501,10.93,56.91,2026-06-01 10:30:58.297882837
W159,litho,C2,R101,6.08,0.0,2026-06-01 08:00:00.000000000
W159,etch,E1,R201,10.16,25.52,2026-06-01 08:06:04.782705933
W159,deposition,D1,R301,13.67,38.97,2026-06-01 08:41:46.044975153
W159,implant,I2,R401,6.28,41.9,2026-06-01 09:34:24.809030379
W159,final_test,T1,R501,10.59,31.39,2026-06-01 10:22:35.747942732
W160,litho,C1,R102,14.92,0.0,2026-06-01 08:00:00.000000000
W160,etch,E2,R201,11.8,35.05,2026-06-01 08:14:55.306155726
W160,deposition,D1,R301,8.44,56.83,2026-06-01 09:01:46.490207630
W160,implant,I2,R401,14.14,25.32,2026-06-01 10:07:02.626514980
W160,final_test,T1,R501,5.41,19.6,2026-06-01 10:46:30.415871873
W161,litho,C2,R101,11.52,0.0,2026-06-01 08:00:00.000000000
W161,etch,E1,R201,11.61,17.83,2026-06-01 08:11:31.049990212
W161,deposition,D1,R302,10.27,32.18,2026-06-01 08:40:56.967868857
W161,implant,I1,R401,7.61,43.58,2026-06-01 09:23:23.816812830
W161,final_test,T1,R501,9.2,25.15,2026-06-01 10:14:35.214766727
W162,litho,C1,R102,6.67,0.0,2026-06-01 08:00:00.000000000
W162,etch,E2,R201,13.72,47.26,2026-06-01 08:06:40.494833229
W162,deposition,D2,R301,5.71,24.91,2026-06-01 09:07:39.123337873
W162,implant,I2,R401,13.46,25.4,2026-06-01 09:38:15.973494827
W162,final_test,T1,R501,11.95,14.32,2026-06-01 10:17:07.517583229
W163,litho,C1,R102,13.81,0.0,2026-06-01 08:00:00.000000000
W163,etch,E2,R201,5.86,36.02,2026-06-01 08:13:48.631208331
W163,deposition,D1,R302,14.01,50.22,2026-06-01 08:55:42.006944982
W163,implant,I1,R401,13.91,26.79,2026-06-01 09:59:55.660194433
W163,final_test,T1,R501,9.58,39.32,2026-06-01 10:40:37.414479006
W164,litho,C2,R102,7.36,0.0,2026-06-01 08:00:00.000000000
W164,etch,E2,R201,5.11,31.11,2026-06-01 08:07:21.769510543
W164,deposition,D2,R302,14.53,16.71,2026-06-01 08:43:34.980021176
W164,implant,I1,R401,7.89,38.43,2026-06-01 09:14:49.227756555
W164,final_test,T1,R501,10.4,35.77,2026-06-01 10:01:07.946684161
W165,litho,C2,R102,13.14,0.0,2026-06-01 08:00:00.000000000
W165,etch,E1,R201,10.66,24.86,2026-06-01 08:13:08.442207353
W165,deposition,D2,R302,14.17,58.69,2026-06-01 08:48:39.798012450
W165,implant,I1,R401,5.05,30.77,2026-06-01 10:01:31.708693989
W165,final_test,T1,R501,10.47,29.35,2026-06-01 10:37:21.177636276
W166,litho,C1,R102,12.2,0.0,2026-06-01 08:00:00.000000000
W166,etch,E2,R201,7.96,57.01,2026-06-01 08:12:11.702535955
W166,deposition,D2,R301,14.69,38.99,2026-06-01 09:17:10.186197860
W166,implant,I1,R401,9.37,34.32,2026-06-01 10:10:50.519419222
W166,final_test,T1,R501,11.3,59.59,2026-06-01 10:54:32.191689060
W167,litho,C3,R102,8.58,0.0,2026-06-01 08:00:00.000000000
W167,etch,E1,R201,6.89,38.96,2026-06-01 08:08:34.917416360
W167,deposition,D1,R302,13.71,30.42,2026-06-01 08:54:26.009860467
W167,implant,I2,R401,6.86,23.09,2026-06-01 09:38:33.710858374
W167,final_test,T1,R501,12.64,38.43,2026-06-01 10:08:30.703370106
W168,litho,C3,R101,11.47,0.0,2026-06-01 08:00:00.000000000
W168,etch,E2,R201,10.37,52.62,2026-06-01 08:11:28.333552400
W168,deposition,D2,R302,6.16,32.87,2026-06-01 09:14:27.517713883
W168,implant,I1,R401,6.77,33.59,2026-06-01 09:53:29.034192618
W168,final_test,T1,R501,7.88,26.31,2026-06-01 10:33:50.875937033
W169,litho,C2,R101,13.09,0.0,2026-06-01 08:00:00.000000000
W169,etch,E1,R201,8.28,46.9,2026-06-01 08:13:05.190715965
W169,deposition,D2,R301,12.62,15.36,2026-06-01 09:08:16.228924890
W169,implant,I2,R401,7.19,14.0,2026-06-01 09:36:15.195895454
W169,final_test,T1,R501,5.6,18.11,2026-06-01 09:57:26.655914473
W170,litho,C3,R102,6.03,0.0,2026-06-01 08:00:00.000000000
W170,etch,E1,R201,5.84,33.55,2026-06-01 08:06:01.554177790
W170,deposition,D2,R301,12.4,12.58,2026-06-01 08:45:25.037866659
W170,implant,I1,R401,9.35,55.22,2026-06-01 09:10:23.483244126
W170,final_test,T1,R501,6.73,31.53,2026-06-01 10:14:57.796424578
W171,litho,C2,R101,6.77,0.0,2026-06-01 08:00:00.000000000
W171,etch,E2,R201,13.03,26.96,2026-06-01 08:06:46.244687438
W171,deposition,D1,R302,9.28,18.02,2026-06-01 08:46:45.826980992
W171,implant,I1,R401,8.64,59.01,2026-06-01 09:14:03.744589655
W171,final_test,T1,R501,11.16,11.4,2026-06-01 10:21:42.353550626
W172,litho,C1,R102,6.57,0.0,2026-06-01 08:00:00.000000000
W172,etch,E1,R201,7.59,23.3,2026-06-01 08:06:34.043910136
W172,deposition,D2,R301,8.73,57.45,2026-06-01 08:37:27.777214329
W172,implant,I2,R401,9.37,35.17,2026-06-01 09:43:38.848685952
W172,final_test,T1,R501,11.56,53.63,2026-06-01 10:28:10.881760595
W173,litho,C1,R102,12.5,0.0,2026-06-01 08:00:00.000000000
W173,etch,E1,R201,12.27,43.09,2026-06-01 08:12:29.961508896
W173,deposition,D2,R301,5.33,48.52,2026-06-01 09:07:51.671829228
W173,implant,I1,R401,9.27,16.86,2026-06-01 10:01:42.634717579
W173,final_test,T1,R501,8.6,12.3,2026-06-01 10:27:50.637029988
W174,litho,C1,R102,9.92,0.0,2026-06-01 08:00:00.000000000
W174,etch,E1,R201,13.91,16.24,2026-06-01 08:09:55.170090347
W174,deposition,D1,R301,12.66,48.57,2026-06-01 08:40:03.899747219
W174,implant,I2,R401,14.7,42.63,2026-06-01 09:41:17.793172866
W174,final_test,T1,R501,7.5,36.79,2026-06-01 10:38:37.577612304
W175,litho,C2,R102,9.0,0.0,2026-06-01 08:00:00.000000000
W175,etch,E1,R201,6.21,47.6,2026-06-01 08:08:59.890413484
W175,deposition,D1,R302,5.7,53.27,2026-06-01 09:02:48.701413237
W175,implant,I2,R401,10.38,46.37,2026-06-01 10:01:46.657490813
W175,final_test,T1,R501,11.09,23.41,2026-06-01 10:58:31.815813537
W176,litho,C1,R102,10.51,0.0,2026-06-01 08:00:00.000000000
W176,etch,E1,R201,13.75,21.87,2026-06-01 08:10:30.685225384
W176,deposition,D2,R302,10.64,42.4,2026-06-01 08:46:07.737700029
W176,implant,I2,R401,7.17,37.75,2026-06-01 09:39:10.678914354
W176,final_test,T1,R501,12.86,59.97,2026-06-01 10:24:05.725617398
W177,litho,C1,R102,11.29,0.0,2026-06-01 08:00:00.000000000
W177,etch,E1,R201,8.52,32.42,2026-06-01 08:11:17.134686306
W177,deposition,D1,R302,12.4,34.92,2026-06-01 08:52:13.141603223
W177,implant,I2,R401,14.68,22.59,2026-06-01 09:39:32.530015674
W177,final_test,T1,R501,8.83,39.63,2026-06-01 10:16:48.470043884
W178,litho,C2,R101,12.86,0.0,2026-06-01 08:00:00.000000000
W178,etch,E1,R201,12.33,15.56,2026-06-01 08:12:51.610263865
W178,deposition,D1,R301,7.57,43.79,2026-06-01 08:40:45.382606163
W178,implant,I1,R401,8.12,48.29,2026-06-01 09:32:07.082525993
W178,final_test,T1,R501,10.06,52.26,2026-06-01 10:28:31.653803668
W179,litho,C3,R102,10.64,0.0,2026-06-01 08:00:00.000000000
W179,etch,E2,R201,7.74,43.28,2026-06-01 08:10:38.197945563
W179,deposition,D1,R302,14.97,48.17,2026-06-01 09:01:39.436028950
W179,implant,I1,R401,7.17,26.92,2026-06-01 10:04:47.438099647
W179,final_test,T1,R501,10.62,23.59,2026-06-01 10:38:52.865847481
W180,litho,C1,R102,12.47,0.0,2026-06-01 08:00:00.000000000
W180,etch,E2,R201,14.54,53.69,2026-06-01 08:12:28.446962074
W180,deposition,D1,R301,6.24,33.96,2026-06-01 09:20:42.597419478
W180,implant,I1,R401,13.7,16.3,2026-06-01 10:00:54.595580876
W180,final_test,T1,R501,5.1,16.98,2026-06-01 10:30:55.027004446
W181,litho,C3,R101,13.39,0.0,2026-06-01 08:00:00.000000000
W181,etch,E1,R201,11.14,47.95,2026-06-01 08:13:23.344009774
W181,deposition,D2,R301,6.72,21.82,2026-06-01 09:12:28.866740423
W181,implant,I1,R401,9.89,50.06,2026-06-01 09:41:01.264954837
W181,final_test,T1,R501,11.84,19.41,2026-06-01 10:40:58.407626197
W182,litho,C1,R101,7.51,0.0,2026-06-01 08:00:00.000000000
W182,etch,E2,R201,9.14,57.98,2026-06-01 08:07:30.790656514
W182,deposition,D2,R302,14.54,38.57,2026-06-01 09:14:37.868594898
W182,implant,I2,R401,7.67,47.77,2026-06-01 10:07:44.173094921
W182,final_test,T1,R501,6.07,25.81,2026-06-01 11:03:10.867277168
W183,litho,C2,R101,8.47,0.0,2026-06-01 08:00:00.000000000
W183,etch,E2,R201,11.09,36.79,2026-06-01 08:08:28.428128825
W183,deposition,D2,R302,7.21,45.41,2026-06-01 08:56:21.639686973
W183,implant,I2,R401,6.14,22.3,2026-06-01 09:48:58.292743832
W183,final_test,T1,R501,6.12,44.64,2026-06-01 10:17:24.727703001
W184,litho,C3,R101,14.67,0.0,2026-06-01 08:00:00.000000000
W184,etch,E1,R201,13.01,49.77,2026-06-01 08:14:40.433259570
W184,deposition,D2,R302,13.07,44.37,2026-06-01 09:17:27.230385851
W184,implant,I1,R401,7.9,31.89,2026-06-01 10:14:53.254420251
W184,final_test,T1,R501,9.89,48.49,2026-06-01 10:54:40.437983404
W185,litho,C2,R101,11.86,0.0,2026-06-01 08:00:00.000000000
W185,etch,E1,R201,13.39,25.4,2026-06-01 08:11:51.619822508
W185,deposition,D2,R302,8.6,48.42,2026-06-01 08:50:39.055980048
W185,implant,I1,R401,14.63,33.83,2026-06-01 09:47:40.696275349
W185,final_test,T1,R501,13.31,18.84,2026-06-01 10:36:08.354256491
W186,litho,C1,R102,12.0,0.0,2026-06-01 08:00:00.000000000
W186,etch,E2,R201,13.27,46.37,2026-06-01 08:12:00.180409139
W186,deposition,D2,R301,12.59,34.91,2026-06-01 09:11:38.569770522
W186,implant,I2,R401,5.13,25.52,2026-06-01 09:59:08.540262848
W186,final_test,T1,R501,13.14,28.01,2026-06-01 10:29:47.352205568
W187,litho,C3,R102,12.79,0.0,2026-06-01 08:00:00.000000000
W187,etch,E2,R201,9.74,19.22,2026-06-01 08:12:47.560064825
W187,deposition,D1,R302,13.97,45.14,2026-06-01 08:41:44.906608613
W187,implant,I1,R401,13.01,13.34,2026-06-01 09:40:51.255525164
W187,final_test,T1,R501,5.93,43.78,2026-06-01 10:07:11.937368300
W188,litho,C1,R102,10.66,0.0,2026-06-01 08:00:00.000000000
W188,etch,E2,R201,7.76,14.76,2026-06-01 08:10:39.737268838
W188,deposition,D1,R301,11.58,34.91,2026-06-01 08:33:10.397652694
W188,implant,I1,R401,6.03,57.79,2026-06-01 09:19:39.624462343
W188,final_test,T1,R501,14.29,45.71,2026-06-01 10:23:28.717198897
W189,litho,C1,R101,13.55,0.0,2026-06-01 08:00:00.000000000
W189,etch,E2,R201,13.63,34.65,2026-06-01 08:13:32.915212738
W189,deposition,D1,R302,10.7,20.61,2026-06-01 09:01:49.402785906
W189,implant,I2,R401,8.37,12.29,2026-06-01 09:33:07.492233708
W189,final_test,T1,R501,5.13,40.2,2026-06-01 09:53:46.847848456
W190,litho,C2,R102,11.04,0.0,2026-06-01 08:00:00.000000000
W190,etch,E1,R201,12.02,56.41,2026-06-01 08:11:02.247559083
W190,deposition,D2,R302,11.24,46.51,2026-06-01 09:19:27.621297375
W190,implant,I2,R401,6.82,56.64,2026-06-01 10:17:13.082213840
W190,final_test,T1,R501,11.87,52.83,2026-06-01 11:20:40.861355815
W191,litho,C1,R101,12.14,0.0,2026-06-01 08:00:00.000000000
W191,etch,E1,R201,10.52,46.56,2026-06-01 08:12:08.428063770
W191,deposition,D1,R301,8.47,19.46,2026-06-01 09:09:13.510571417
W191,implant,I1,R401,13.63,49.54,2026-06-01 09:37:08.907365972
W191,final_test,T1,R501,14.99,15.25,2026-06-01 10:40:19.407237748
W192,litho,C1,R101,10.65,0.0,2026-06-01 08:00:00.000000000
W192,etch,E1,R201,9.44,48.36,2026-06-01 08:10:38.924473826
W192,deposition,D2,R302,6.46,28.53,2026-06-01 09:08:26.737228927
W192,implant,I2,R401,11.71,25.22,2026-06-01 09:43:26.451940610
W192,final_test,T1,R501,10.9,45.74,2026-06-01 10:20:22.235372205
W193,litho,C2,R101,11.45,0.0,2026-06-01 08:00:00.000000000
W193,etch,E1,R201,7.98,13.37,2026-06-01 08:11:26.869604479
W193,deposition,D2,R302,9.84,27.39,2026-06-01 08:32:47.850242453
W193,implant,I2,R401,7.79,17.24,2026-06-01 09:10:01.943217921
W193,final_test,T1,R501,5.87,56.57,2026-06-01 09:35:03.915426704
W194,litho,C1,R101,7.21,0.0,2026-06-01 08:00:00.000000000
W194,etch,E1,R201,13.32,43.01,2026-06-01 08:07:12.782130228
W194,deposition,D1,R302,6.21,54.17,2026-06-01 09:03:32.220661428
W194,implant,I2,R401,5.5,16.11,2026-06-01 10:03:54.888772177
W194,final_test,T1,R501,5.43,22.18,2026-06-01 10:25:31.580544380
W195,litho,C2,R101,14.73,0.0,2026-06-01 08:00:00.000000000
W195,etch,E2,R201,12.43,58.22,2026-06-01 08:14:43.780749104
W195,deposition,D2,R301,6.29,42.78,2026-06-01 09:25:22.661096563
W195,implant,I1,R401,5.83,13.64,2026-06-01 10:14:26.574140098
W195,final_test,T1,R501,11.63,16.24,2026-06-01 10:33:54.878439586
W196,litho,C2,R102,10.0,0.0,2026-06-01 08:00:00.000000000
W196,etch,E1,R201,13.56,55.58,2026-06-01 08:10:00.138895870
W196,deposition,D2,R302,14.29,37.77,2026-06-01 09:19:08.585194353
W196,implant,I1,R401,7.75,57.35,2026-06-01 10:11:12.290933383
W196,final_test,T1,R501,9.05,36.6,2026-06-01 11:16:17.994847035
W197,litho,C1,R102,12.28,0.0,2026-06-01 08:00:00.000000000
W197,etch,E2,R201,8.9,45.79,2026-06-01 08:12:16.573617749
W197,deposition,D2,R301,6.33,41.92,2026-06-01 09:06:57.764613886
W197,implant,I2,R401,12.53,12.53,2026-06-01 09:55:12.771222423
W197,final_test,T1,R501,8.0,38.33,2026-06-01 10:20:16.021898642
W198,litho,C1,R102,5.02,0.0,2026-06-01 08:00:00.000000000
W198,etch,E1,R201,9.79,24.44,2026-06-01 08:05:01.058841217
W198,deposition,D1,R301,6.71,50.17,2026-06-01 08:39:14.545275012
W198,implant,I1,R401,11.23,15.81,2026-06-01 09:36:07.505352305
W198,final_test,T1,R501,14.35,42.44,2026-06-01 10:03:09.886572780
W199,litho,C1,R101,9.74,0.0,2026-06-01 08:00:00.000000000
W199,etch,E2,R201,6.98,59.54,2026-06-01 08:09:44.322984951
W199,deposition,D1,R302,14.97,39.47,2026-06-01 09:16:16.004429635
W199,implant,I2,R401,5.32,57.32,2026-06-01 10:10:42.360375899
W199,final_test,T1,R501,14.78,11.85,2026-06-01 11:13:20.810016468
W200,litho,C1,R102,7.64,0.0,2026-06-01 08:00:00.000000000
W200,etch,E2,R201,13.08,37.79,2026-06-01 08:07:38.515789620
W200,deposition,D2,R301,14.34,18.92,2026-06-01 08:58:30.784006119
W200,implant,I2,R401,5.82,48.03,2026-06-01 09:31:46.457160841
W200,final_test,T1,R501,14.1,26.07,2026-06-01 10:25:37.076959504
W201,litho,C3,R102,7.92,0.0,2026-06-01 08:00:00.000000000
W201,etch,E1,R201,5.17,42.27,2026-06-01 08:07:55.316833672
W201,deposition,D2,R302,5.33,53.16,2026-06-01 08:55:22.145103855
W201,implant,I1,R401,6.14,33.82,2026-06-01 09:53:51.251263680
W201,final_test,T1,R501,10.84,56.5,2026-06-01 10:33:49.018109525
W202,litho,C2,R101,8.29,0.0,2026-06-01 08:00:00.000000000
W202,etch,E2,R201,7.34,11.21,2026-06-01 08:08:17.278603174
W202,deposition,D2,R302,8.59,28.33,2026-06-01 08:26:49.973918347
W202,implant,I1,R401,9.27,21.66,2026-06-01 09:03:45.150665208
W202,final_test,T1,R501,10.86,19.95,2026-06-01 09:34:40.789155385
W203,litho,C1,R102,8.85,0.0,2026-06-01 08:00:00.000000000
W203,etch,E2,R201,9.55,13.15,2026-06-01 08:08:51.035042013
W203,deposition,D1,R301,5.37,20.95,2026-06-01 08:31:33.023705736
W203,implant,I2,R401,9.47,39.72,2026-06-01 08:57:52.166051816
W203,final_test,T1,R501,7.88,19.15,2026-06-01 09:47:03.165504351
W204,litho,C3,R102,11.97,0.0,2026-06-01 08:00:00.000000000
W204,etch,E2,R201,9.4,35.97,2026-06-01 08:11:58.077690714
W204,deposition,D1,R302,10.32,19.46,2026-06-01 08:57:19.966240546
W204,implant,I1,R401,5.63,28.67,2026-06-01 09:27:06.517317648
W204,final_test,T1,R501,12.11,15.74,2026-06-01 10:01:24.504608548
W205,litho,C1,R101,13.82,0.0,2026-06-01 08:00:00.000000000
W205,etch,E2,R201,10.73,17.24,2026-06-01 08:13:49.236358495
W205,deposition,D1,R302,11.26,27.56,2026-06-01 08:41:47.688772677
W205,implant,I2,R401,6.73,32.41,2026-06-01 09:20:37.177214255
W205,final_test,T1,R501,12.31,16.71,2026-06-01 09:59:45.799216430
W206,litho,C2,R101,7.8,0.0,2026-06-01 08:00:00.000000000
W206,etch,E2,R201,6.74,10.67,2026-06-01 08:07:48.196433757
W206,deposition,D1,R301,8.08,38.01,2026-06-01 08:25:12.880467662
W206,implant,I1,R401,9.14,33.7,2026-06-01 09:11:17.831891637
W206,final_test,T1,R501,6.96,13.18,2026-06-01 09:54:07.892613765
W207,litho,C3,R102,10.07,0.0,2026-06-01 08:00:00.000000000
W207,etch,E1,R201,10.16,46.45,2026-06-01 08:10:04.194579354
W207,deposition,D2,R301,14.7,54.15,2026-06-01 09:06:40.276909540
W207,implant,I1,R401,10.92,15.69,2026-06-01 10:15:31.355547790
W207,final_test,T1,R501,5.17,24.29,2026-06-01 10:42:07.801131653
W208,litho,C3,R102,14.3,0.0,2026-06-01 08:00:00.000000000
W208,etch,E2,R201,14.21,18.78,2026-06-01 08:14:18.169253755
W208,deposition,D1,R302,7.28,26.7,2026-06-01 08:47:17.354406422
W208,implant,I2,R401,11.88,18.4,2026-06-01 09:21:15.976675247
W208,final_test,T1,R501,9.75,40.26,2026-06-01 09:51:33.039864952
W209,litho,C2,R102,12.61,0.0,2026-06-01 08:00:00.000000000
W209,etch,E2,R201,12.57,30.75,2026-06-01 08:12:36.389374527
W209,deposition,D1,R301,14.49,20.89,2026-06-01 08:55:55.160050670
W209,implant,I1,R401,7.1,17.96,2026-06-01 09:31:17.897395697
W209,final_test,T1,R501,12.31,33.18,2026-06-01 09:56:21.617586882
W210,litho,C2,R102,12.47,0.0,2026-06-01 08:00:00.000000000
W210,etch,E2,R201,11.83,23.26,2026-06-01 08:12:28.068509539
W210,deposition,D2,R302,7.82,10.63,2026-06-01 08:47:33.301249736
W210,implant,I1,R401,6.69,35.4,2026-06-01 09:06:00.310248606
W210,final_test,T1,R501,9.58,44.24,2026-06-01 09:48:05.467722429
W211,litho,C1,R102,9.38,0.0,2026-06-01 08:00:00.000000000
W211,etch,E1,R201,12.96,16.16,2026-06-01 08:09:22.559387487
W211,deposition,D2,R302,11.94,47.53,2026-06-01 08:38:29.779007413
W211,implant,I1,R401,9.99,19.89,2026-06-01 09:37:58.471272523
W211,final_test,T1,R501,9.93,56.31,2026-06-01 10:07:50.987009198
W212,litho,C3,R102,10.38,0.0,2026-06-01 08:00:00.000000000
W212,etch,E1,R201,9.05,59.63,2026-06-01 08:10:23.004490669
W212,deposition,D2,R302,5.29,37.11,2026-06-01 09:19:03.713218988
W212,implant,I2,R401,14.03,55.54,2026-06-01 10:01:28.110458181
W212,final_test,T1,R501,10.85,17.24,2026-06-01 11:11:02.231237441
W213,litho,C3,R101,5.27,0.0,2026-06-01 08:00:00.000000000
W213,etch,E1,R201,11.95,42.68,2026-06-01 08:05:16.031360447
W213,deposition,D2,R302,10.75,25.82,2026-06-01 08:59:53.618916989
W213,implant,I2,R401,13.91,40.89,2026-06-01 09:36:27.661399043
W213,final_test,T1,R501,7.96,22.46,2026-06-01 10:31:15.469101990
W214,litho,C2,R102,13.93,0.0,2026-06-01 08:00:00.000000000
W214,etch,E1,R201,8.84,28.95,2026-06-01 08:13:55.750898798
W214,deposition,D1,R302,12.57,34.88,2026-06-01 08:51:43.326203712
W214,implant,I2,R401,5.46,35.17,2026-06-01 09:39:10.295104648
W214,final_test,T1,R501,7.03,39.08,2026-06-01 10:19:48.319005934
W215,litho,C3,R101,6.3,0.0,2026-06-01 08:00:00.000000000
W215,etch,E1,R201,8.64,27.72,2026-06-01 08:06:18.122590293
W215,deposition,D1,R301,8.05,52.43,2026-06-01 08:42:39.425431317
W215,implant,I1,R401,12.68,39.93,2026-06-01 09:43:08.273238320
W215,final_test,T1,R501,12.17,50.04,2026-06-01 10:35:45.184141302
W216,litho,C3,R102,12.71,0.0,2026-06-01 08:00:00.000000000
W216,etch,E1,R201,5.56,30.4,2026-06-01 08:12:42.424367226
W216,deposition,D2,R301,12.8,52.66,2026-06-01 08:48:39.761144045
W216,implant,I2,R401,7.8,38.1,2026-06-01 09:54:07.479332074
W216,final_test,T1,R501,5.23,18.36,2026-06-01 10:40:01.232159612
W217,litho,C1,R102,8.71,0.0,2026-06-01 08:00:00.000000000
W217,etch,E2,R201,7.27,35.89,2026-06-01 08:08:42.835395431
W217,deposition,D1,R301,12.94,40.07,2026-06-01 08:51:52.587804358
W217,implant,I1,R401,8.27,12.9,2026-06-01 09:44:53.305063898
W217,final_test,T1,R501,14.04,56.0,2026-06-01 10:06:03.186597171
W218,litho,C2,R102,5.23,0.0,2026-06-01 08:00:00.000000000
W218,etch,E2,R201,8.54,13.81,2026-06-01 08:05:13.610597062
W218,deposition,D1,R301,10.21,49.39,2026-06-01 08:27:34.520659866
W218,implant,I2,R401,5.94,50.96,2026-06-01 09:27:10.584722807
W218,final_test,T1,R501,8.64,48.65,2026-06-01 10:24:04.793795968
W219,litho,C2,R101,8.19,0.0,2026-06-01 08:00:00.000000000
W219,etch,E2,R201,5.75,26.38,2026-06-01 08:08:11.672293104
W219,deposition,D2,R302,13.6,41.38,2026-06-01 08:40:19.278186341
W219,implant,I2,R401,12.41,24.3,2026-06-01 09:35:17.941138943
W219,final_test,T1,R501,10.64,16.47,2026-06-01 10:12:00.456867352
W220,litho,C1,R101,7.24,0.0,2026-06-01 08:00:00.000000000
W220,etch,E1,R201,10.79,10.98,2026-06-01 08:07:14.599513771
W220,deposition,D2,R302,13.35,41.93,2026-06-01 08:29:00.384435385
W220,implant,I1,R401,7.77,50.19,2026-06-01 09:24:17.142939373
W220,final_test,T1,R501,13.85,55.36,2026-06-01 10:22:14.504007762
W221,litho,C2,R101,13.56,0.0,2026-06-01 08:00:00.000000000
W221,etch,E2,R201,10.13,51.91,2026-06-01 08:13:33.487437279
W221,deposition,D2,R301,8.66,35.82,2026-06-01 09:15:36.024432666
W221,implant,I2,R401,12.7,44.73,2026-06-01 10:00:04.801417746
W221,final_test,T1,R501,7.66,21.24,2026-06-01 10:57:30.526148041
W222,litho,C2,R101,10.66,0.0,2026-06-01 08:00:00.000000000
W222,etch,E1,R201,5.37,19.56,2026-06-01 08:10:39.342529188
W222,deposition,D2,R301,13.08,13.02,2026-06-01 08:35:35.110128844
W222,implant,I2,R401,8.38,54.88,2026-06-01 09:01:41.249009894
W222,final_test,T1,R501,7.25,11.49,2026-06-01 10:04:56.503318103
W223,litho,C2,R101,5.5,0.0,2026-06-01 08:00:00.000000000
W223,etch,E2,R201,12.33,50.83,2026-06-01 08:05:30.185698196
W223,deposition,D2,R302,13.8,44.46,2026-06-01 09:08:39.676044768
W223,implant,I2,R401,13.67,38.86,2026-06-01 10:06:55.416608970
W223,final_test,T1,R501,5.61,31.42,2026-06-01 10:59:26.941714701
W224,litho,C2,R102,12.99,0.0,2026-06-01 08:00:00.000000000
W224,etch,E2,R201,13.79,45.92,2026-06-01 08:12:59.544184651
W224,deposition,D1,R301,6.78,19.32,2026-06-01 09:12:42.022276436
