order_id,order_date,region,variant,converted,revenue,session_duration_sec,bounced
O009780,2025-05-27,North,treatment,0,0.0,300,1
O009781,2025-05-27,North,control,1,17.32,279,0
O009782,2025-05-27,West,control,0,0.0,246,1
O009783,2025-05-27,South,control,0,0.0,335,1
O009784,2025-05-27,West,treatment,0,0.0,275,0
O009785,2025-05-27,South,treatment,0,0.0,268,1
O009786,2025-05-27,South,control,0,0.0,306,1
O009787,2025-05-27,South,control,0,0.0,321,0
O009788,2025-05-27,South,control,1,11.71,314,0
O009789,2025-05-27,South,treatment,0,0.0,264,1
O009790,2025-05-27,West,control,0,0.0,315,1
O009791,2025-05-27,North,treatment,0,0.0,272,1
O009792,2025-05-27,North,treatment,0,0.0,194,1
O009793,2025-05-27,North,treatment,0,0.0,259,0
O009794,2025-05-27,South,treatment,0,0.0,288,1
O009795,2025-05-27,West,treatment,0,0.0,222,0
O009796,2025-05-27,West,control,0,0.0,315,1
O009797,2025-05-27,West,control,1,32.88,266,1
O009798,2025-05-27,West,treatment,0,0.0,242,0
O009799,2025-05-27,West,treatment,0,0.0,241,0
O009800,2025-05-27,North,treatment,0,0.0,242,0
O009801,2025-05-27,South,control,0,0.0,237,1
O009802,2025-05-27,North,treatment,0,0.0,270,0
O009803,2025-05-27,South,treatment,0,0.0,304,1
O009804,2025-05-27,North,control,0,0.0,316,1
O009805,2025-05-27,North,treatment,0,0.0,276,0
O009806,2025-05-27,West,control,0,0.0,287,0
O009807,2025-05-27,North,treatment,0,0.0,251,1
O009808,2025-05-27,West,treatment,0,0.0,240,0
O009809,2025-05-27,North,treatment,0,0.0,266,0
O009810,2025-05-27,North,treatment,0,0.0,234,1
O009811,2025-05-27,West,treatment,0,0.0,269,1
O009812,2025-05-27,North,control,0,0.0,271,0
O009813,2025-05-27,North,control,0,0.0,313,1
O009814,2025-05-27,South,control,0,0.0,320,1
O009815,2025-05-27,North,control,0,0.0,306,1
O009816,2025-05-27,North,treatment,0,0.0,233,1
O009817,2025-05-27,North,control,0,0.0,278,0
O009818,2025-05-27,West,control,0,0.0,337,1
O009819,2025-05-27,North,treatment,1,23.27,239,1
O009820,2025-05-27,West,treatment,0,0.0,250,1
O009821,2025-05-27,North,treatment,0,0.0,308,0
O009822,2025-05-27,North,control,0,0.0,308,0
O009823,2025-05-27,North,treatment,0,0.0,223,0
O009824,2025-05-27,West,treatment,0,0.0,260,0
O009825,2025-05-27,North,treatment,0,0.0,251,0
O009826,2025-05-27,North,control,0,0.0,362,0
O009827,2025-05-27,North,treatment,0,0.0,294,1
O009828,2025-05-27,North,control,1,6.74,338,0
O009829,2025-05-27,South,treatment,1,37.73,242,0
O009830,2025-05-27,North,treatment,0,0.0,226,1
O009831,2025-05-27,West,control,0,0.0,356,0
O009832,2025-05-27,West,control,0,0.0,259,0
O009833,2025-05-27,North,control,1,12.71,272,0
O009834,2025-05-27,North,treatment,0,0.0,308,0
O009835,2025-05-27,West,control,0,0.0,311,1
O009836,2025-05-27,North,control,0,0.0,293,0
O009837,2025-05-27,South,treatment,0,0.0,180,0
O009838,2025-05-27,North,control,1,1.48,221,0
O009839,2025-05-27,North,treatment,0,0.0,256,1
O009840,2025-05-27,North,control,0,0.0,340,1
O009841,2025-05-27,North,control,0,0.0,283,0
O009842,2025-05-27,North,control,1,39.71,244,1
O009843,2025-05-27,North,treatment,0,0.0,293,0
O009844,2025-05-27,North,control,0,0.0,345,1
O009845,2025-05-27,North,control,0,0.0,299,0
O009846,2025-05-27,North,treatment,0,0.0,202,0
O009847,2025-05-27,North,treatment,0,0.0,189,1
O009848,2025-05-27,North,control,1,55.41,331,0
O009849,2025-05-27,North,control,0,0.0,296,0
O009850,2025-05-27,North,treatment,1,64.22,284,0
O009851,2025-05-27,South,control,0,0.0,300,0
O009852,2025-05-27,West,control,0,0.0,356,0
O009853,2025-05-27,West,control,0,0.0,308,0
O009854,2025-05-27,North,treatment,0,0.0,272,1
O009855,2025-05-27,North,control,0,0.0,331,0
O009856,2025-05-27,South,treatment,0,0.0,255,1
O009857,2025-05-27,North,treatment,0,0.0,218,0
O009858,2025-05-27,South,control,0,0.0,326,0
O009859,2025-05-27,West,control,0,0.0,299,1
O009860,2025-05-27,North,treatment,0,0.0,227,1
O009861,2025-05-27,North,control,1,35.79,322,0
O009862,2025-05-27,South,treatment,0,0.0,309,1
O009863,2025-05-27,South,control,0,0.0,295,0
O009864,2025-05-27,South,control,0,0.0,285,0
O009865,2025-05-27,North,treatment,0,0.0,215,0
O009866,2025-05-27,North,treatment,0,0.0,198,1
O009867,2025-05-27,North,treatment,0,0.0,252,1
O009868,2025-05-27,North,treatment,0,0.0,291,0
O009869,2025-05-27,North,treatment,0,0.0,229,1
O009870,2025-05-27,South,control,0,0.0,312,1
O009871,2025-05-27,West,control,0,0.0,343,1
O009872,2025-05-27,South,treatment,0,0.0,263,1
O009873,2025-05-27,North,treatment,0,0.0,249,1
O009874,2025-05-27,North,control,0,0.0,335,0
O009875,2025-05-27,North,treatment,0,0.0,242,0
O009876,2025-05-27,South,treatment,0,0.0,243,0
O009877,2025-05-27,North,treatment,0,0.0,267,0
O009878,2025-05-27,West,control,0,0.0,348,1
O009879,2025-05-27,West,treatment,0,0.0,258,1
O009880,2025-05-27,North,control,0,0.0,314,1
O009881,2025-05-27,West,control,0,0.0,289,0
O009882,2025-05-27,North,treatment,0,0.0,268,1
O009883,2025-05-27,North,control,0,0.0,292,1
O009884,2025-05-27,North,treatment,0,0.0,179,0
O009885,2025-05-27,West,control,0,0.0,312,0
O009886,2025-05-27,South,treatment,0,0.0,227,0
O009887,2025-05-27,North,treatment,1,4.21,260,1
O009888,2025-05-27,South,control,0,0.0,299,0
O009889,2025-05-27,North,treatment,0,0.0,243,0
O009890,2025-05-27,North,treatment,0,0.0,286,0
O009891,2025-05-27,North,treatment,0,0.0,267,1
O009892,2025-05-27,South,treatment,0,0.0,237,0
O009893,2025-05-27,West,treatment,0,0.0,274,1
O009894,2025-05-27,North,treatment,1,10.8,255,1
O009895,2025-05-27,North,treatment,0,0.0,270,0
O009896,2025-05-27,North,treatment,0,0.0,266,0
O009897,2025-05-27,South,control,0,0.0,314,0
O009898,2025-05-27,North,control,0,0.0,317,0
O009899,2025-05-27,West,control,0,0.0,352,0
O009900,2025-05-27,West,control,0,0.0,336,1
O009901,2025-05-27,South,control,0,0.0,294,1
O009902,2025-05-27,West,control,0,0.0,281,0
O009903,2025-05-27,South,control,0,0.0,315,1
O009904,2025-05-27,West,treatment,1,27.72,228,0
O009905,2025-05-27,South,treatment,0,0.0,226,1
O009906,2025-05-27,North,control,0,0.0,315,1
O009907,2025-05-27,North,control,0,0.0,263,1
O009908,2025-05-27,North,control,0,0.0,313,0
O009909,2025-05-27,North,control,0,0.0,322,1
O009910,2025-05-27,North,treatment,0,0.0,194,0
O009911,2025-05-27,West,treatment,1,59.34,261,0
O009912,2025-05-27,South,control,0,0.0,300,1
O009913,2025-05-27,North,treatment,0,0.0,247,1
O009914,2025-05-27,North,treatment,0,0.0,279,0
O009915,2025-05-27,North,control,0,0.0,294,1
O009916,2025-05-27,North,treatment,1,24.08,271,0
O009917,2025-05-27,West,control,0,0.0,315,1
O009918,2025-05-27,North,treatment,0,0.0,229,0
O009919,2025-05-27,North,control,1,28.66,293,1
O009920,2025-05-27,South,control,0,0.0,317,0
O009921,2025-05-27,South,treatment,0,0.0,258,1
O009922,2025-05-27,South,treatment,0,0.0,274,0
O009923,2025-05-27,West,control,0,0.0,273,0
O009924,2025-05-27,South,control,0,0.0,298,1
O009925,2025-05-27,North,treatment,1,27.71,237,1
O009926,2025-05-27,North,treatment,0,0.0,286,0
O009927,2025-05-27,North,treatment,0,0.0,275,1
O009928,2025-05-27,North,treatment,0,0.0,301,1
O009929,2025-05-27,West,treatment,0,0.0,252,0
O009930,2025-05-27,West,control,0,0.0,279,1
O009931,2025-05-27,North,control,0,0.0,285,1
O009932,2025-05-27,South,control,0,0.0,325,0
O009933,2025-05-27,South,control,0,0.0,350,0
O009934,2025-05-27,North,treatment,0,0.0,243,1
O009935,2025-05-27,North,treatment,0,0.0,243,0
O009936,2025-05-27,West,treatment,0,0.0,275,1
O009937,2025-05-27,West,control,0,0.0,265,0
O009938,2025-05-27,North,control,0,0.0,266,1
O009939,2025-05-27,North,treatment,0,0.0,213,1
O009940,2025-05-27,North,control,1,26.16,339,0
O009941,2025-05-27,West,control,0,0.0,337,1
O009942,2025-05-27,North,control,0,0.0,245,0
O009943,2025-05-27,North,control,0,0.0,282,0
O009944,2025-05-27,North,control,0,0.0,247,0
O009945,2025-05-27,North,treatment,0,0.0,281,1
O009946,2025-05-27,North,control,1,63.6,292,0
O009947,2025-05-27,North,treatment,0,0.0,235,1
O009948,2025-05-27,North,control,0,0.0,301,1
O009949,2025-05-27,South,treatment,0,0.0,300,1
O009950,2025-05-27,West,treatment,0,0.0,272,0
O009951,2025-05-27,North,control,0,0.0,257,1
O009952,2025-05-27,North,treatment,0,0.0,253,1
O009953,2025-05-27,North,control,0,0.0,251,0
O009954,2025-05-27,North,treatment,0,0.0,255,0
O009955,2025-05-27,North,treatment,0,0.0,278,0
O009956,2025-05-27,North,treatment,1,8.69,244,1
O009957,2025-05-27,North,treatment,0,0.0,287,0
O009958,2025-05-27,North,control,0,0.0,356,1
O009959,2025-05-27,North,treatment,0,0.0,297,1
O009960,2025-05-27,North,control,0,0.0,313,1
O009961,2025-05-27,North,treatment,0,0.0,253,0
O009962,2025-05-27,West,treatment,0,0.0,184,0
O009963,2025-05-27,North,treatment,0,0.0,215,0
O009964,2025-05-27,North,treatment,0,0.0,282,0
O009965,2025-05-27,North,control,0,0.0,245,0
O009966,2025-05-27,South,treatment,0,0.0,277,1
O009967,2025-05-27,South,treatment,0,0.0,244,1
O009968,2025-05-27,North,control,1,51.2,339,0
O009969,2025-05-27,North,treatment,0,0.0,230,0
O009970,2025-05-27,North,control,0,0.0,269,1
O009971,2025-05-27,North,treatment,0,0.0,228,0
O009972,2025-05-27,North,control,0,0.0,288,0
O009973,2025-05-27,North,treatment,0,0.0,244,0
O009974,2025-05-27,North,control,1,15.67,282,1
O009975,2025-05-27,North,control,1,30.0,273,0
O009976,2025-05-27,North,treatment,0,0.0,306,1
O009977,2025-05-27,North,treatment,0,0.0,272,1
O009978,2025-05-27,North,treatment,1,74.03,273,0
O009979,2025-05-27,North,treatment,0,0.0,213,1
O009980,2025-05-27,South,control,0,0.0,303,0
O009981,2025-05-27,North,control,1,42.05,274,0
O009982,2025-05-27,North,control,0,0.0,283,0
O009983,2025-05-27,North,control,0,0.0,238,0
O009984,2025-05-27,West,control,0,0.0,284,1
O009985,2025-05-27,South,control,0,0.0,302,0
O009986,2025-05-27,North,treatment,0,0.0,252,1
O009987,2025-05-27,West,control,0,0.0,308,1
O009988,2025-05-27,South,treatment,0,0.0,237,1
O009989,2025-05-27,North,control,0,0.0,355,0
O009990,2025-05-27,West,control,0,0.0,284,1
O009991,2025-05-27,West,control,0,0.0,342,0
O009992,2025-05-27,South,control,0,0.0,344,0
O009993,2025-05-27,North,treatment,0,0.0,289,1
O009994,2025-05-27,South,control,0,0.0,290,1
O009995,2025-05-27,North,treatment,1,45.07,241,0
O009996,2025-05-27,North,control,0,0.0,335,0
O009997,2025-05-27,North,treatment,0,0.0,257,0
O009998,2025-05-27,North,control,0,0.0,324,0
O009999,2025-05-27,North,treatment,0,0.0,268,1
O010000,2025-05-27,South,treatment,0,0.0,289,0
O010001,2025-05-27,West,control,0,0.0,304,0
O010002,2025-05-27,North,treatment,0,0.0,209,1
O010003,2025-05-27,North,treatment,0,0.0,243,1
O010004,2025-05-27,North,treatment,0,0.0,276,1
O010005,2025-05-27,North,treatment,0,0.0,232,0
O010006,2025-05-27,West,control,0,0.0,277,0
O010007,2025-05-27,North,treatment,0,0.0,275,0
O010008,2025-05-27,North,treatment,0,0.0,257,1
O010009,2025-05-27,West,treatment,0,0.0,305,0
O010010,2025-05-27,North,treatment,0,0.0,201,0
O010011,2025-05-27,West,treatment,0,0.0,215,1
O010012,2025-05-27,West,control,0,0.0,305,0
O010013,2025-05-27,North,control,0,0.0,332,1
O010014,2025-05-27,North,treatment,0,0.0,217,0
O010015,2025-05-27,North,treatment,0,0.0,233,1
O010016,2025-05-27,West,treatment,0,0.0,281,1
O010017,2025-05-27,North,control,0,0.0,325,0
O010018,2025-05-27,West,control,0,0.0,267,1
O010019,2025-05-27,South,control,0,0.0,291,0
O010020,2025-05-27,North,control,0,0.0,361,1
O010021,2025-05-27,North,treatment,0,0.0,278,1
O010022,2025-05-27,West,control,0,0.0,340,1
O010023,2025-05-27,South,control,0,0.0,255,0
O010024,2025-05-27,North,treatment,0,0.0,277,1
O010025,2025-05-27,North,treatment,0,0.0,215,1
O010026,2025-05-27,South,treatment,0,0.0,249,1
O010027,2025-05-27,South,control,0,0.0,296,0
O010028,2025-05-27,South,control,0,0.0,316,1
O010029,2025-05-27,North,control,1,34.48,311,1
O010030,2025-05-27,West,treatment,0,0.0,280,1
O010031,2025-05-27,North,treatment,1,22.28,262,1
O010032,2025-05-27,South,control,0,0.0,339,0
O010033,2025-05-27,North,control,0,0.0,314,1
O010034,2025-05-27,North,control,1,15.32,294,1
O010035,2025-05-27,South,control,0,0.0,317,0
O010036,2025-05-27,North,treatment,0,0.0,266,1
O010037,2025-05-27,West,control,0,0.0,307,0
O010038,2025-05-27,North,treatment,0,0.0,324,0
O010039,2025-05-27,North,control,1,44.46,303,1
O010040,2025-05-27,West,control,0,0.0,321,1
O010041,2025-05-27,South,treatment,0,0.0,265,1
O010042,2025-05-27,North,treatment,1,43.12,266,1
O010043,2025-05-27,North,control,0,0.0,233,0
O010044,2025-05-27,North,treatment,1,43.09,201,1
O010045,2025-05-27,North,treatment,0,0.0,221,0
O010046,2025-05-27,North,treatment,1,20.47,245,1
O010047,2025-05-27,North,treatment,1,29.28,249,1
O010048,2025-05-27,North,treatment,0,0.0,294,0
O010049,2025-05-27,South,treatment,0,0.0,288,1
O010050,2025-05-27,North,treatment,0,0.0,251,1
O010051,2025-05-27,North,treatment,0,0.0,246,1
O010052,2025-05-27,West,treatment,0,0.0,205,1
O010053,2025-05-27,North,control,0,0.0,296,1
O010054,2025-05-27,North,treatment,0,0.0,272,1
O010055,2025-05-27,North,control,0,0.0,239,0
O010056,2025-05-27,South,control,0,0.0,327,0
O010057,2025-05-27,South,control,0,0.0,297,0
O010058,2025-05-27,North,treatment,0,0.0,218,1
O010059,2025-05-27,North,treatment,1,24.27,277,1
O010060,2025-05-27,South,control,0,0.0,330,1
O010061,2025-05-27,North,treatment,0,0.0,233,0
O010062,2025-05-27,North,treatment,0,0.0,208,1
O010063,2025-05-27,North,treatment,1,8.78,250,0
O010064,2025-05-27,West,treatment,0,0.0,262,1
O010065,2025-05-27,North,treatment,0,0.0,216,1
O010066,2025-05-27,North,control,0,0.0,279,1
O010067,2025-05-27,North,treatment,0,0.0,266,1
O010068,2025-05-27,South,control,1,7.82,255,0
O010069,2025-05-27,North,control,0,0.0,289,0
O010070,2025-05-27,North,control,0,0.0,284,0
O010071,2025-05-27,North,treatment,0,0.0,273,1
O010072,2025-05-27,North,control,0,0.0,326,0
O010073,2025-05-27,South,treatment,0,0.0,230,1
O010074,2025-05-27,West,control,0,0.0,348,0
O010075,2025-05-27,North,treatment,0,0.0,263,0
O010076,2025-05-27,South,control,0,0.0,312,0
O010077,2025-05-27,North,control,0,0.0,273,0
O010078,2025-05-27,North,treatment,0,0.0,289,1
O010079,2025-05-27,North,treatment,1,12.18,257,0
O010080,2025-05-27,North,treatment,0,0.0,240,1
O010081,2025-05-27,West,control,0,0.0,282,1
O010082,2025-05-27,North,treatment,1,8.45,219,1
O010083,2025-05-27,North,treatment,1,10.21,296,1
O010084,2025-05-27,West,treatment,0,0.0,208,0
O010085,2025-05-27,West,control,1,22.85,257,1
O010086,2025-05-27,North,treatment,0,0.0,191,1
O010087,2025-05-27,West,control,0,0.0,299,1
O010088,2025-05-27,North,treatment,1,19.76,274,0
O010089,2025-05-27,North,treatment,0,0.0,292,0
O010090,2025-05-27,West,control,0,0.0,319,0
O010091,2025-05-27,North,treatment,0,0.0,228,0
O010092,2025-05-27,North,treatment,0,0.0,285,1
O010093,2025-05-27,South,treatment,0,0.0,287,0
O010094,2025-05-27,West,treatment,0,0.0,223,1
O010095,2025-05-27,West,control,0,0.0,320,1
O010096,2025-05-27,North,control,0,0.0,308,0
O010097,2025-05-27,South,treatment,0,0.0,253,1
O010098,2025-05-27,West,control,0,0.0,312,0
O010099,2025-05-27,South,control,0,0.0,239,0
O010100,2025-05-27,North,treatment,0,0.0,230,1
O010101,2025-05-27,West,control,0,0.0,306,0
O010102,2025-05-27,North,treatment,0,0.0,247,0
O010103,2025-05-27,North,treatment,0,0.0,278,0
O010104,2025-05-27,North,treatment,1,8.97,245,0
O010105,2025-05-27,North,treatment,1,37.31,260,0
O010106,2025-05-27,West,control,0,0.0,248,1
O010107,2025-05-27,North,treatment,1,9.41,243,0
O010108,2025-05-27,West,control,0,0.0,241,0
O010109,2025-05-27,North,treatment,0,0.0,254,1
O010110,2025-05-27,North,treatment,0,0.0,248,0
O010111,2025-05-27,North,treatment,1,20.55,245,1
O010112,2025-05-27,North,treatment,0,0.0,268,1
O010113,2025-05-27,North,control,0,0.0,285,0
O010114,2025-05-27,North,control,1,3.8,276,1
O010115,2025-05-27,West,control,0,0.0,313,1
O010116,2025-05-27,West,treatment,0,0.0,258,1
O010117,2025-05-27,North,treatment,0,0.0,274,0
O010118,2025-05-27,West,control,0,0.0,260,0
O010119,2025-05-27,North,treatment,0,0.0,245,1
O010120,2025-05-27,North,treatment,0,0.0,176,1
O010121,2025-05-27,North,control,0,0.0,253,0
O010122,2025-05-27,South,treatment,0,0.0,280,1
O010123,2025-05-27,North,treatment,0,0.0,267,0
O010124,2025-05-27,South,control,0,0.0,222,0
O010125,2025-05-27,West,control,0,0.0,272,1
O010126,2025-05-27,North,control,0,0.0,311,0
O010127,2025-05-27,North,control,1,7.72,289,0
O010128,2025-05-27,North,control,0,0.0,302,0
O010129,2025-05-27,North,control,0,0.0,275,0
O010130,2025-05-27,South,control,1,13.3,334,1
O010131,2025-05-27,North,control,0,0.0,235,0
O010132,2025-05-27,South,control,0,0.0,267,1
O010133,2025-05-27,North,control,1,33.65,296,0
O010134,2025-05-27,North,control,0,0.0,280,0
O010135,2025-05-27,North,treatment,0,0.0,228,1
O010136,2025-05-27,South,treatment,1,22.7,276,1
O010137,2025-05-27,West,treatment,0,0.0,275,0
O010138,2025-05-27,West,control,0,0.0,313,0
O010139,2025-05-27,North,treatment,0,0.0,274,0
O010140,2025-05-27,South,treatment,0,0.0,258,0
O010141,2025-05-27,North,control,1,30.27,295,0
O010142,2025-05-27,West,control,0,0.0,281,0
O010143,2025-05-27,South,control,0,0.0,312,0
O010144,2025-05-27,South,control,0,0.0,302,0
O010145,2025-05-27,South,control,0,0.0,266,1
O010146,2025-05-27,North,treatment,1,72.93,251,1
O010147,2025-05-27,South,control,0,0.0,335,1
O010148,2025-05-27,North,control,0,0.0,340,1
O010149,2025-05-27,North,treatment,0,0.0,272,1
O010150,2025-05-27,North,treatment,0,0.0,268,0
O010151,2025-05-27,North,treatment,0,0.0,306,1
O010152,2025-05-27,North,control,0,0.0,359,0
O010153,2025-05-27,West,control,0,0.0,268,0
O010154,2025-05-27,South,control,0,0.0,334,0
O010155,2025-05-27,South,treatment,0,0.0,198,0
O010156,2025-05-27,West,treatment,0,0.0,254,1
O010157,2025-05-27,South,treatment,0,0.0,270,0
O010158,2025-05-27,North,treatment,0,0.0,212,1
O010159,2025-05-27,West,control,0,0.0,266,1
O010160,2025-05-27,North,treatment,1,31.86,278,0
O010161,2025-05-27,North,control,0,0.0,400,1
O010162,2025-05-27,North,control,1,25.06,295,1
O010163,2025-05-27,South,control,0,0.0,329,1
O010164,2025-05-27,North,control,0,0.0,311,0
O010165,2025-05-27,North,treatment,0,0.0,281,1
O010166,2025-05-27,North,treatment,0,0.0,265,1
O010167,2025-05-27,North,control,0,0.0,304,0
O010168,2025-05-27,West,control,0,0.0,290,0
O010169,2025-05-27,North,treatment,0,0.0,194,0
O010170,2025-05-27,West,treatment,1,41.72,267,0
O010171,2025-05-27,North,treatment,1,41.34,232,0
O010172,2025-05-27,North,treatment,0,0.0,245,1
O010173,2025-05-27,North,control,0,0.0,305,1
O010174,2025-05-27,South,control,0,0.0,274,0
O010175,2025-05-27,South,control,0,0.0,304,1
O010176,2025-05-27,North,control,0,0.0,274,0
O010177,2025-05-27,North,treatment,0,0.0,252,0
O010178,2025-05-27,West,control,0,0.0,295,0
O010179,2025-05-27,West,treatment,0,0.0,235,0
O010180,2025-05-27,West,treatment,0,0.0,277,0
O010181,2025-05-27,North,treatment,0,0.0,226,1
O010182,2025-05-27,South,treatment,0,0.0,230,0
O010183,2025-05-27,North,treatment,0,0.0,222,1
O010184,2025-05-27,West,treatment,0,0.0,228,1
O010185,2025-05-27,North,control,0,0.0,318,0
O010186,2025-05-27,South,control,0,0.0,342,0
O010187,2025-05-27,North,control,0,0.0,276,1
O010188,2025-05-27,North,control,1,34.75,275,0
O010189,2025-05-27,West,treatment,0,0.0,301,0
O010190,2025-05-27,North,treatment,0,0.0,230,1
O010191,2025-05-27,West,control,1,63.44,297,1
O010192,2025-05-27,South,control,0,0.0,320,0
O010193,2025-05-27,North,treatment,1,43.87,241,1
O010194,2025-05-27,West,treatment,0,0.0,259,0
O010195,2025-05-27,North,treatment,0,0.0,269,0
O010196,2025-05-27,South,control,0,0.0,301,1
O010197,2025-05-27,North,control,0,0.0,317,1
O010198,2025-05-27,West,treatment,0,0.0,243,0
O010199,2025-05-27,North,treatment,0,0.0,272,0
O010200,2025-05-27,North,control,0,0.0,332,0
O010201,2025-05-27,North,treatment,1,34.77,248,1
O010202,2025-05-27,North,treatment,0,0.0,240,0
O010203,2025-05-27,North,treatment,0,0.0,244,0
O010204,2025-05-27,West,control,0,0.0,281,0
O010205,2025-05-27,North,treatment,0,0.0,240,0
O010206,2025-05-27,West,treatment,0,0.0,242,0
O010207,2025-05-27,South,treatment,0,0.0,202,0
O010208,2025-05-27,South,control,0,0.0,305,1
O010209,2025-05-27,North,treatment,0,0.0,239,0
O010210,2025-05-27,North,control,1,17.99,390,1
O010211,2025-05-27,North,treatment,0,0.0,205,0
O010212,2025-05-27,North,control,1,17.05,274,0
O010213,2025-05-27,South,treatment,0,0.0,276,1
O010214,2025-05-27,West,control,0,0.0,321,1
O010215,2025-05-27,North,treatment,0,0.0,261,1
O010216,2025-05-27,South,control,0,0.0,262,0
O010217,2025-05-27,North,control,0,0.0,305,1
O010218,2025-05-27,West,control,0,0.0,266,1
O010219,2025-05-27,North,treatment,1,11.1,256,1
O010220,2025-05-27,South,control,0,0.0,305,1
O010221,2025-05-27,North,control,0,0.0,330,1
O010222,2025-05-27,West,control,1,24.32,332,1
O010223,2025-05-27,North,treatment,0,0.0,279,0
O010224,2025-05-27,North,treatment,0,0.0,245,0
O010225,2025-05-27,South,control,0,0.0,310,1
O010226,2025-05-27,North,treatment,0,0.0,266,0
O010227,2025-05-27,North,treatment,0,0.0,204,0
O010228,2025-05-27,North,treatment,0,0.0,224,0
O010229,2025-05-27,West,control,0,0.0,327,0
O010230,2025-05-27,North,treatment,1,29.17,265,1
O010231,2025-05-27,North,treatment,0,0.0,218,1
O010232,2025-05-27,North,treatment,0,0.0,261,1
O010233,2025-05-27,North,treatment,0,0.0,289,1
O010234,2025-05-27,West,treatment,0,0.0,259,0
O010235,2025-05-27,South,treatment,1,19.05,291,0
O010236,2025-05-27,South,control,0,0.0,287,0
O010237,2025-05-27,North,control,0,0.0,354,1
O010238,2025-05-27,North,treatment,0,0.0,239,1
O010239,2025-05-27,North,treatment,0,0.0,271,1
O010240,2025-05-27,South,control,0,0.0,278,0
O010241,2025-05-27,North,treatment,0,0.0,262,1
O010242,2025-05-27,North,control,0,0.0,321,0
O010243,2025-05-27,North,treatment,0,0.0,271,1
O010244,2025-05-27,North,treatment,0,0.0,288,0
O010245,2025-05-27,West,control,0,0.0,301,0
O010246,2025-05-27,North,control,1,35.37,321,1
O010247,2025-05-27,West,control,0,0.0,334,0
O010248,2025-05-27,North,control,1,21.76,306,1
O010249,2025-05-27,South,control,0,0.0,259,0
O010250,2025-05-27,North,treatment,1,35.29,217,0
O010251,2025-05-27,West,control,1,20.19,268,0
O010252,2025-05-27,West,control,0,0.0,289,0
O010253,2025-05-27,North,treatment,1,121.68,271,1
O010254,2025-05-27,North,control,0,0.0,311,1
O010255,2025-05-27,North,control,0,0.0,320,1
O010256,2025-05-27,South,control,0,0.0,305,0
O010257,2025-05-27,West,control,0,0.0,313,1
O010258,2025-05-27,South,control,0,0.0,315,0
O010259,2025-05-27,North,treatment,1,82.27,219,0
O010260,2025-05-27,West,treatment,0,0.0,218,1
O010261,2025-05-27,North,treatment,0,0.0,332,0
O010262,2025-05-27,North,treatment,0,0.0,290,1
O010263,2025-05-27,North,treatment,0,0.0,197,0
O010264,2025-05-27,North,treatment,0,0.0,250,0
O010265,2025-05-27,South,control,0,0.0,338,0
O010266,2025-05-27,South,control,1,12.85,324,0
O010267,2025-05-27,North,treatment,0,0.0,324,1
O010268,2025-05-27,North,control,0,0.0,274,0
O010269,2025-05-27,West,control,0,0.0,409,1
O010270,2025-05-27,North,treatment,0,0.0,309,0
O010271,2025-05-27,North,control,0,0.0,313,0
O010272,2025-05-27,South,control,0,0.0,266,1
O010273,2025-05-27,West,control,0,0.0,291,1
O010274,2025-05-27,West,treatment,0,0.0,288,0
O010275,2025-05-27,North,control,0,0.0,299,1
O010276,2025-05-27,South,treatment,0,0.0,280,0
O010277,2025-05-27,North,control,0,0.0,271,0
O010278,2025-05-27,North,control,0,0.0,336,0
O010279,2025-05-27,North,treatment,0,0.0,302,1
O010280,2025-05-27,West,control,0,0.0,289,0
O010281,2025-05-27,West,control,1,24.07,325,1
O010282,2025-05-27,South,control,0,0.0,327,0
O010283,2025-05-27,South,control,0,0.0,328,0
O010284,2025-05-27,West,control,0,0.0,246,0
O010285,2025-05-27,North,treatment,0,0.0,282,0
O010286,2025-05-27,West,control,0,0.0,383,0
O010287,2025-05-27,North,control,0,0.0,279,1
O010288,2025-05-27,North,treatment,1,22.97,250,1
O010289,2025-05-27,North,control,1,65.47,335,0
O010290,2025-05-27,North,control,0,0.0,255,0
O010291,2025-05-27,North,treatment,0,0.0,245,1
O010292,2025-05-27,North,treatment,0,0.0,221,1
O010293,2025-05-27,South,control,0,0.0,319,1
O010294,2025-05-27,North,treatment,0,0.0,221,1
O010295,2025-05-27,South,treatment,0,0.0,256,0
O010296,2025-05-27,West,control,1,26.36,258,1
O010297,2025-05-27,North,control,0,0.0,278,1
O010298,2025-05-27,North,treatment,0,0.0,317,1
O010299,2025-05-27,West,control,0,0.0,300,0
O010300,2025-05-27,West,treatment,0,0.0,275,0
O010301,2025-05-27,North,treatment,0,0.0,300,0
O010302,2025-05-27,North,treatment,0,0.0,264,0
O010303,2025-05-27,North,treatment,0,0.0,264,1
O010304,2025-05-27,South,control,0,0.0,277,1
O010305,2025-05-27,West,treatment,0,0.0,223,0
O010306,2025-05-27,North,treatment,0,0.0,264,0
O010307,2025-05-27,North,control,0,0.0,295,0
O010308,2025-05-27,North,treatment,0,0.0,259,1
O010309,2025-05-27,South,treatment,0,0.0,266,1
O010310,2025-05-27,North,treatment,0,0.0,264,1
O010311,2025-05-27,South,control,0,0.0,274,0
O010312,2025-05-27,North,control,0,0.0,244,0
O010313,2025-05-27,South,treatment,0,0.0,276,1
O010314,2025-05-27,South,treatment,0,0.0,309,1
O010315,2025-05-27,South,treatment,0,0.0,327,0
